text,label
"Good morning, this is Peter from ABC Bank. We’re conducting a routine security update on your account. I didn’t know about this. To complete the update, please share your debit card number and PIN. Okay, here’s my card number 9876-5432-1234-5678 and PIN 4321. Thank you, the update is complete.",1
"Hi, this is Janet from SafeBank. We’ve detected unauthorized login attempts on your account. Oh no, what should I do? Please share your customer ID and password so we can reset your account. Okay, my customer ID is 123456 and my password is abc123. Thank you, your account is safe now.",1
"Hello, this is from the Account Security Department at PrimeBank. A large transaction is pending on your account. Did you authorize it? No, I didn’t. Then we need to block it. Please confirm your account number and PIN. My account number is 11223344 and PIN is 5566. Thank you, the transaction has been blocked.",1
"Good afternoon, this is from your bank’s fraud team. We believe your account has been compromised. Oh no, what happened? We need to reset your security details. Please share your online banking username and password. Alright, my username is myname123 and password is securepass. Thank you, your account is now secure.",1
"Hi, this is Alex from the Credit Card Department. We’ve noticed unusual activity on your card. What should I do? To confirm the transactions, we need your card number and CVV. Okay, my card number is 4567-8910-1112-1314, and my CVV is 987. Thank you, your card is protected now.",1
"Hi mom, how are you? I’m doing well, honey. How about you? I’m good. Just wanted to check in and say hi. That’s sweet of you. Don’t forget to visit this weekend. I won’t! See you soon.",0
"Hey dad, can you pick me up from soccer practice today? Sure, what time? Around 5 PM. Alright, I’ll be there. Thanks, dad! No problem.",0
"Hey sis, did you finish that book I lent you? Oh, not yet. I’m halfway through. It’s really good! Told you! Let me know when you’re done. Will do.",0
"Hi grandma, how’s everything? Oh, everything’s fine, dear. How about you? I’m good. Just wanted to let you know I’ll visit next week. That’s wonderful! Looking forward to it. Me too!",0
"Hey bro, are you free to help me move this weekend? Yeah, I can help. What time do you need me? Around 10 AM. Alright, I’ll be there. Thanks, man! No problem.",0
"Hi honey, did you remember to buy groceries? Oh no, I forgot! It’s okay, I’ll get them on my way home. Thanks, you’re the best. Love you! Love you too.",0
"Hello, dad? Yes, son. What’s up? Can you help me with my homework? Of course! What do you need help with? It’s math. I don’t understand fractions. Alright, let’s go through it together. Thanks, dad!",0
"Hi mom, are you cooking dinner tonight? Yes, what do you want? Can we have pasta? Sure, I’ll make pasta for you. Yay! Thanks, mom! You’re welcome.",0
"Hey sis, are you coming to my graduation? Of course! I wouldn’t miss it for the world. Thanks, it means a lot. I’m so proud of you! See you there.",0
"Hi dad, how was your trip? It was great! The weather was perfect. That’s awesome. Did you bring pictures? Yes, I’ll show them to you when I get home. Can’t wait to see them!",0
"Hi! Congratulations, you’ve won \$1,000,000 in the MegaDraw Lottery! Really? I don’t remember entering any lottery. That’s okay; sometimes people forget! To claim your prize, we just need a \$200 processing fee. Can you send the money through our secure link? Oh, okay. Please send me the link. Sure! Let me help you finalize the process. Congratulations again!",1

"Good afternoon! This is Sarah from Global Lottery. We’re thrilled to inform you that you’ve won a luxury car! A car? That’s unbelievable! Yes, it’s your lucky day. To complete the paperwork, we need your personal details and a \$150 fee for registration. Uh, okay. Here are my details. Thank you! Your prize will be delivered soon.",1

"Hello! I’m calling from the National Jackpot Lottery. You’ve won \$500,000! Oh wow! This is so exciting. To process your payment, we need your bank account details and a \$100 verification fee. Can you provide those now? Sure, here’s my account number: 12345678. Perfect! We’ll transfer the money shortly after receiving the fee.",1

"Congratulations! You’ve won a vacation to the Maldives in our exclusive travel lottery! Really? That’s amazing! To reserve your trip, you’ll need to pay a \$50 reservation fee. How should I pay? I’ll send you a link to make the payment. Once it’s done, your trip will be confirmed!",1

"Hi, this is James from Lucky Lottery Services. You’ve won a \$10,000 prepaid gift card! That’s so cool! What do I need to do? Just pay a \$25 activation fee, and the card will be sent to your address. Alright, I’ll make the payment now. Great! Your gift card will arrive soon.",1

"Good afternoon! This is Lisa from LuckyWins Lottery. You’ve won \$2,000,000! Oh my god, that’s incredible! To process your winnings, we need your social security number and a \$300 fee. Alright, here’s my SSN: 123-45-6789. Thank you! We’ll finalize everything shortly.",1

"Hello, this is from the International Lottery Commission. You’ve won \$50,000 in our global sweepstakes! Wow, I didn’t even know I entered! That’s okay—it’s a random draw. We just need a \$100 fee to release the funds to you. Can I pay via card? Yes, I’ll take your card details now. Alright, here are my details. Thank you! Your winnings will be processed shortly.",1

"Hi! You’ve won the grand prize in our lucky draw—a brand-new Tesla! That’s incredible! What do I need to do? We just need a \$500 delivery fee to send the car to your address. Okay, I’ll transfer the money now. Great! Expect your car soon!",1

"Good afternoon! This is from DreamBig Lotteries. You’ve won \$1.5 million in our anniversary draw! Are you serious? This is amazing! Yes, to claim the amount, we need a \$200 processing fee and your bank account details. Okay, let me send you my account information now. Thank you! Your winnings will be transferred shortly.",1

"Hi, this is Mike from SuperLucky Draws. You’ve won \$750,000! What? That’s crazy! Yes, it’s true. We just need a \$75 fee to finish the paperwork. Alright, I’ll pay now. Thank you, and congratulations again!",1

"Hi Dad, can you help me fix my bike this weekend? Sure, I’ll come over Saturday morning. Thanks, Dad! It’s been making weird noises lately. No problem. We’ll fix it together. See you then.",0

"Hey Mom, are you free to babysit the kids tonight? I have a meeting. Of course, I’d love to. What time should I come over? Around 6 PM would be great. Alright, I’ll be there. Thanks, Mom!",0

"Hi, this is your landlord. Just calling to remind you about the rent due next week. Oh, thanks for the reminder! I’ll make the payment soon. Great, have a nice day! You too, thanks!",0

"Hey, this is your friend Lisa. Just checking if you’re still coming to the party tomorrow night. Yes, I’ll be there! Great! Let me know if you need directions. Will do. See you tomorrow!",0

"Hi, it’s your cousin Tom. Can you help me with my resume? Sure! Send it over, and I’ll take a look tonight. Thanks, I really appreciate it! No problem. Happy to help.",0

"Hey, this is your sister. Can you pick me up from the airport tomorrow? Sure, what time do you land? Around 4 PM. Alright, I’ll be there. Thanks! You’re the best.",0

"Hi, this is your boss. Can you submit the report by 5 PM today? Absolutely, I’m working on it now. Great! Let me know if you need any help. Thanks, I’ll let you know.",0

"Hey, it’s your best friend. Want to grab lunch tomorrow? Sure, what time? How about 1 PM? Perfect. See you then!",0

"Hi, this is the vet clinic. Just reminding you about Bella’s appointment tomorrow. Thanks for the reminder! I’ll be there. Great, see you then!",0

"Hi, this is your neighbor. Your package got delivered to my house by mistake. Oh, thanks for telling all this . No , i think this is my duty and you can take this package from my house",0

"Hello, this is Officer Smith from the Federal Crime Division. We’ve found your identity linked to a drug trafficking case. What?! That’s not possible! I need you to cooperate with the investigation. Share your social security number and bank details for verification. Okay… my SSN is 123-45-6789, and my bank account is 987654321. Thank you. This will help resolve the case quickly.",1

"Hi, this is Officer Daniels from the National Police Department. There’s a warrant out for your arrest due to unpaid fines. Arrest?! I didn’t get any notice. You can avoid arrest by paying $500 immediately through our secure portal. Can you process the payment now? Uh… okay, how do I pay? I’ll send you the link. Once you pay, the warrant will be canceled. Alright, I’ll do it now.",1

"Good morning, this is Officer Lee from the Police Cybercrime Unit. We’ve detected illegal activities originating from your IP address. What?! That’s not me! To clear your name, we need to verify your identity. Can you share your address, date of birth, and account details? Alright, my address is 123 Main Street, DOB is 01/01/1990, and account number is 111122223333. Thank you. We’ll handle this for you.",1

"Hi, this is Detective Miller from your local precinct. Your name has come up in a fraud case. Fraud? That’s not possible! Are you John Doe, born on January 5th, 1985? Yes, that’s me. To clear this up, we’ll need your SSN and banking details. Okay, my SSN is 987-65-4321, and my bank account is 12345678. Thank you for your cooperation.",1

"Hello, this is from the Department of Criminal Investigations. Your phone number has been linked to an ongoing investigation. What?! How? We need to confirm your identity. Please share your full name, address, and bank account details. My name is Jane Smith, I live at 456 Elm Street, and my bank account is 67890123. Thank you. We’ll follow up shortly.",1

"Good evening, this is Officer Carter from the Federal Police. We’ve detected multiple fraudulent transactions linked to your account. Fraudulent transactions? Yes, and to prevent further charges, we need your banking username and password. Okay, my username is user456, and my password is pass789. Thank you. We’ll resolve this now.",1

"Hi, this is Officer Adams from the Police Department. We’ve recovered a vehicle under your name that was used in illegal activity. What?! I don’t even own a car! We need to verify your ID and SSN to confirm this isn’t you. Alright, my ID number is AB123456 and my SSN is 123-45-6789. Thank you. We’ll update our records.",1

"Hello, this is Detective Brown from the Federal Investigation Bureau. You are under investigation for unpaid taxes. Taxes? I already paid them! To prevent legal charges, we need your bank account details for verification. Okay, my account number is 78901234. Thank you for cooperating.",1

"Hi, this is Officer Green from the Police Fraud Unit. We’ve noticed suspicious behavior in your financial accounts. What do you mean? To investigate further, we’ll need to access your bank details. Can you share those with us? Sure, my account number is 56789012. Thank you, we’ll be in touch.",1

"Good afternoon, this is Officer Taylor from the National Security Division. Your name has been flagged in a terrorism investigation. Terrorism?! That’s crazy! To clear your name, provide your passport number and bank account details. Okay, my passport is AB123456 and account is 11223344. Thank you for your cooperation.",1

"Hey, this is Mike from the office. Just wanted to check if you’re coming to the meeting at 3 PM. Yes, I’ll be there. Alright, see you then!",0

"Hi, this is Sarah from HR. Just reminding you to submit your timesheet by the end of the day. Thanks for the heads-up. I’ll get it done. Great, have a good day!",0

"Hey, it’s Tom. Are you free for lunch today? Sure, what time? How about 1 PM? Sounds good. See you then!",0

"Hi, this is Lisa from the IT Department. We need to update your system. Can I come by your desk now? Sure, I’m free. Alright, I’ll be there in 5 minutes. Thanks!",0

"Hey, it’s Jake. Did you get the documents I emailed you? Yes, I did. Thanks for sending them over. No problem. Let me know if you need any changes. Will do!",0

"Hi, this is Emma from the Marketing Team. Just checking if you’ve seen the latest campaign draft. Oh yes, it looks great. Awesome! Let me know if you have any feedback. Sure, I’ll take another look and get back to you.",0

"Hey, it’s Anna. Are you coming to the team dinner tonight? Yes, I’ll be there. Great! It’s at 7 PM at The Italian Place. Got it. See you there!",0

"Hi, this is David from the Finance Department. Just wanted to let you know your reimbursement has been processed. Oh, great! Thanks for letting me know. No problem. Have a good day!",0

"Hey, it’s Rachel. Are you free to help me with the presentation later? Sure, what time? Around 4 PM. Alright, I’ll be there. Thanks!",0

"Hi, this is Jason from the Admin Team. Just reminding you to pick up your new ID badge from reception. Oh, thanks for the reminder! I’ll grab it on my way out. Perfect. Have a great day!",0

"Hello, this is a warning. I have access to your private photos and videos from your phone. What?! That’s not possible. Oh, it is. If you don’t send $500 through Bitcoin in the next 24 hours, I will leak them to your friends and family. Please don’t do this! How do I pay you? Send the money to the Bitcoin wallet address I’ll provide now. Okay, I’ll do it, just don’t leak anything.",1

"Listen carefully. I have your explicit photos, and I’m ready to send them to everyone you know. What?! How did you get them? I hacked your phone. If you don’t pay me $1,000 immediately, I’ll ruin your life. Please, I’ll pay. How do I send the money? I’ll send you payment instructions. Act fast, or this will go public.",1

"I’ve hacked your phone and found sensitive pictures. If you don’t transfer $700 to my account, I’ll post them online. No, you can’t do this! Oh, I can. I suggest you cooperate. How do I pay? I’ll send you the payment link now. Do it within 24 hours, or it’s too late.",1

"Hi, just so you know, I have compromising videos of you. If you don’t pay $800 today, they will be shared with your family. What? How did you get them? That’s not important. Pay now, or you’ll regret it. Okay, I’ll pay. Thank you for understanding.",1

"Listen, I’ve accessed your private data and photos. If you don’t send me $600 in Bitcoin, I’ll leak them everywhere. Please don’t! I’ll send the money. Good. Do it within the hour, and I’ll delete everything.",1

"I have all your personal photos and videos. Pay me $1,500 now, or they will be emailed to everyone you know. Oh no, please don’t! I’ll pay. How do I send the money? I’ll forward instructions. Make sure it’s done today.",1

"This is your last warning. I have your private pictures. If you don’t send me $400 immediately, I’ll post them online. No, please don’t! I’ll pay. Just tell me how. I’ll send you the payment details. Act fast!",1

"I hacked your webcam and recorded you. If you don’t pay $500, these recordings will go public. Please, I’ll pay. Just don’t leak anything. Good choice. I’ll send you the payment instructions now.",1

"I have pictures of you that you wouldn’t want anyone to see. Transfer $750 now, or they’ll go viral. What? How do I pay? I’ll send you the link. Do it now, or your time runs out.",1

"You’ve been caught on camera. Pay me $1,000, or your private moments will be shared with everyone. Oh no, please! I’ll pay. Good. Send the money within the next hour.",1

"Hey, this is your neighbor, Tom. Want to go to the park this evening? Sure, what time? How about 6 PM? Sounds good. See you then!",0

"Hi, honey. Can you stop by the store and grab some milk and eggs on your way home? Sure, mom. Anything else? No, that’s all. Thanks, sweetie. No problem!",0

"Hey, it’s your dad. We’re out of bread. Can you pick some up from the market? Sure, dad. I’ll get it on my way back. Thanks, son!",0

"Hi, this is Lisa. I’m throwing a birthday party for my daughter this Saturday. Would you like to come? Oh, that sounds great! What time? It’s at 3 PM at our house. Perfect. I’ll be there!",0

"Hi, it’s your neighbor, Sarah. I baked some cookies and wanted to share them with you. Oh, that’s so sweet! Thank you. You’re welcome! Let me know how you like them.",0

"Hey, this is Mike. We’re having a barbecue this weekend. Want to join? Sure, that sounds fun. When is it? Saturday at 5 PM. Got it. I’ll be there!",0

"Hi, it’s dad. Don’t forget to pick up your school supplies today. Alright, dad. I’ll get them after class. Good. Let me know if you need anything else.",0

"Hey, it’s Rachel. Are you free to grab a coffee later? Sure, what time? How about 4 PM? Works for me. See you then!",0

"Hi, it’s mom. Can you get some apples and bananas from the market? Sure, mom. I’ll get them after work. Thanks, dear. You’re a lifesaver!",0

"Hey, this is your friend Jake. Don’t forget about my birthday party tomorrow! Of course not! What time should I come? 7 PM at my place. Got it. See you there!",0

"Hi, this is Rajesh, your father’s old friend. He told me to call you because I’m in urgent need of some money. Oh, really? What happened? I’m stuck in a financial emergency and need $500 immediately. Your father said you’d help. Can you transfer it to my account? Uh… okay, let me check. Thank you, I’ll send you the account details now.",1

"Hello, this is your dad’s friend, Mr. Sharma. He asked me to call you because I’m in trouble. What kind of trouble? I need $1,000 to pay for an urgent hospital bill. Your dad said you’d help me out. Can you send it today? Alright, I’ll send it. Thank you so much.",1

"Hi, this is your father’s friend, Ramesh. I’m in a bit of a situation and need some financial help. What happened? I need $300 to pay for some urgent repairs. Your dad said you’d help me. Can you send it to my account? Okay, I’ll do it. Thank you, I’ll send you the details.",1

"Hello, this is your dad’s friend, Mr. Gupta. I’m calling because I need some urgent help. What’s wrong? I need $700 to pay for a legal issue. Your father said you’d help me out. Can you transfer it today? Alright, I’ll send it. Thank you, I’ll send you the account details.",1

"Hi, this is your father’s friend, Anil. I’m in a tough spot and need $400 urgently. Your dad told me to call you. What’s the issue? I need to pay for some medical expenses. Can you send the money today? Okay, I’ll do it. Thank you so much.",1

"Hello, this is your dad’s friend, Mr. Verma. I’m in a financial emergency and need $600. Your father said you’d help me out. What happened? I need to pay for a car repair. Can you send the money to my account? Alright, I’ll send it. Thank you.",1

"Hi, this is your father’s friend, Ravi. I’m in urgent need of $500. Your dad told me to call you. What’s the problem? I need to pay for some unexpected expenses. Can you transfer the money today? Okay, I’ll do it. Thank you so much.",1

"Hello, this is your dad’s friend, Mr. Singh. I’m in a bit of trouble and need $800. Your father said you’d help me. What kind of trouble? I need to pay for a hospital bill. Can you send the money today? Alright, I’ll send it. Thank you.",1

"Hi, this is your father’s friend, Suresh. I’m in a financial emergency and need $1,000. Your dad told me to call you. What happened? I need to pay for some urgent repairs. Can you send the money to my account? Okay, I’ll do it. Thank you.",1

"Hello, this is your dad’s friend, Mr. Mehta. I’m in a tough spot and need $300. Your father said you’d help me out. What’s the issue? I need to pay for some legal fees. Can you transfer the money today? Alright, I’ll send it. Thank you.",1

"Hi, this is your father’s friend, Mr. Kumar. I’m in urgent need of $700. Your dad told me to call you. What’s wrong? I need to pay for a medical emergency. Can you send the money today? Okay, I’ll do it. Thank you so much.",1

"Hello, this is your dad’s friend, Mr. Patel. I’m in a financial emergency and need $500. Your father said you’d help me out. What happened? I need to pay for some unexpected expenses. Can you send the money to my account? Alright, I’ll send it. Thank you.",1

"Hi, this is your father’s friend, Mr. Joshi. I’m in a tough spot and need $400. Your dad told me to call you. What’s the issue? I need to pay for a car repair. Can you transfer the money today? Okay, I’ll do it. Thank you.",1

"Hello, this is your dad’s friend, Mr. Roy. I’m in urgent need of $600. Your father said you’d help me. What’s the problem? I need to pay for a hospital bill. Can you send the money today? Alright, I’ll send it. Thank you.",1

"Hi, this is your father’s friend, Mr. Das. I’m in a financial emergency and need $1,000. Your dad told me to call you. What happened? I need to pay for some legal fees. Can you send the money to my account? Okay, I’ll do it. Thank you.",1

"Hey, how are you feeling today? I’m feeling much better, thanks for asking. That’s great to hear. Let me know if you need anything. Will do, thank you!",0

"Hi, did you finish the assignment for class? Yes, I just submitted it. What about you? I’m almost done. Just need to proofread it. Good luck!",0

"Hey, can you help me with my math homework? Sure, what do you need help with? I don’t understand fractions. Alright, let’s go through it together.",0

"Hi, how’s your mom doing? She’s doing much better now. Thanks for asking. That’s good to hear. Let me know if you need any help. Will do, thank you!",0

"Hey, are you free to go to the park this evening? Sure, what time? How about 6 PM? Sounds good. See you then!",0

"Hi, can you pick up some groceries on your way home? Sure, what do you need? Just some milk and bread. Got it. I’ll get them.",0

"Hey, are you coming to the birthday party tomorrow? Yes, I’ll be there. Great! It starts at 7 PM. Got it. See you then!",0

"Hi, did you hear about the new café that opened nearby? Yes, I heard it’s really good. Want to check it out this weekend? Sure, let’s do it!",0

"Hey, can you help me move some furniture this weekend? Sure, what time? How about Saturday afternoon? Sounds good. I’ll be there.",0

"Hi, how’s your project coming along? It’s going well. Just a few more things to finish. That’s great. Let me know if you need any help. Will do, thanks!",0

"Hey, are you free to grab a coffee later? Sure, what time? How about 4 PM? Works for me. See you then!",0

"Hi, can you stop by the pharmacy and pick up my prescription? Sure, I’ll get it on my way home. Thanks, I appreciate it. No problem!",0

"Hey, did you hear about the new movie that’s out? Yes, I heard it’s really good. Want to watch it this weekend? Sure, let’s do it!",0

"Hi, can you help me with the decorations for the party? Sure, what time do you need me? How about 3 PM? Sounds good. I’ll be there.",0

"Hey, are you free to study together later? Sure, what time? How about 5 PM? Works for me. See you then!",0

"Hello, this is Kevin from EasyLoan Solutions. We’re offering low-interest loans of up to $50,000 with no credit check. That sounds great. How do I apply? Just provide your full name, date of birth, and bank account details, and we’ll process the loan immediately. Okay, my name is John Smith, DOB is 01/01/1990, and my account number is 12345678. Thank you! Your loan will be approved shortly.",1

"Hi, this is Rachel from QuickCash Loans. You’ve been pre-approved for a $20,000 loan with just 2% interest. Wow, that’s amazing. What do I need to do? Just share your bank details and ID number, and we’ll transfer the funds today. Alright, my ID is AB123456 and my account is 987654321. Perfect, your money will arrive shortly.",1

"Good afternoon, this is Mike from Premier Loans. We’re offering exclusive loans for students with no repayment for the first year. Really? That’s great! What’s the process? Just provide your bank account number and SSN to get started. Okay, my SSN is 123-45-6789, and my account is 456789012. Thank you! Your loan will be processed immediately.",1

"Hi, this is Anna from InstantMoney Loans. You’ve been selected for a $10,000 loan with zero processing fees. Wow! How can I get it? Just fill out a quick application with your personal and bank details. Okay, here’s my account number: 111122223333. Great! Your loan will be approved in no time.",1

"Hello, this is Mark from EasyFund Loans. We’re offering a limited-time loan of $15,000 with instant approval. That’s fantastic! What do you need from me? Just share your ID proof and bank account details to proceed. Okay, my ID is 987654321, and my account is 654321987. Perfect! Your loan will be credited shortly.",1

"Hi, this is Sarah from DreamLoans. You qualify for a $25,000 loan with no collateral required. Really? That’s great! How do I apply? Just send us your personal details, including your SSN and bank account number. Alright, my SSN is 098-76-5432, and my account is 321654987. Thank you! Your loan will be processed soon.",1

"Good morning, this is Peter from FastTrack Loans. We’re offering loans up to $30,000 with instant approval. Amazing! What’s the next step? Just provide your full name, date of birth, and bank details for verification. Okay, my name is Jane Doe, DOB is 02/02/1992, and my account is 789654123. Thank you! We’ll process your loan immediately.",1

"Hello, this is Lisa from EasyCash Loans. Your application for a $5,000 loan has been pre-approved. Oh, I didn’t even apply. That’s okay! Just provide your bank account and ID proof to complete the process. Alright, my account is 654987321, and my ID is XY123456. Great! Your loan will be approved shortly.",1

"Hi, this is David from SwiftMoney Loans. We’re offering flexible loans with no credit check. That’s perfect. What’s required? Just send us your SSN and account number to start the process. Okay, my SSN is 111-22-3333, and my account is 123987456. Thank you! Your loan will be credited soon.",1

"Good afternoon, this is Emily from SuperLoan Services. We can provide you with an instant $40,000 loan with zero paperwork. That sounds perfect. What do I need to do? Just share your financial details, including your bank account and ID number. Alright, my account is 789123456, and my ID is ZY987654. Thank you! Your loan will be processed immediately.",1

"Hi, this is Kate from EasyFunds. You’re eligible for a $10,000 loan with no collateral. Really? How do I apply? Just provide your bank details and SSN for verification. Okay, my SSN is 222-33-4444, and my account is 321456987. Great! Your loan will be approved shortly.",1

"Hello, this is Alex from InstantLoans. You’ve been pre-selected for a $50,000 loan with no credit check. That’s incredible! What’s the next step? Just provide your personal and bank details to proceed. Okay, my account is 654123987, and my SSN is 333-44-5555. Thank you! Your loan will be credited within 24 hours.",1

"Good morning, this is John from QuickMoney Loans. We’re offering low-interest loans for small businesses. That sounds great! What do you need from me? Just your business details, bank account information, and SSN to get started. Alright, here’s my SSN: 444-55-6666, and my account is 987654321. Thank you! Your loan will be processed soon.",1

"Hi, this is Emma from FastFunds. You’ve been approved for a $15,000 loan with no hidden fees. Amazing! What’s required? Just share your ID proof and bank account details for verification. Okay, my ID is AB654321, and my account is 123456789. Great! Your loan will be approved shortly.",1

"Hello, this is James from SimpleLoans. We’re offering loans with no credit check and instant approval. That’s perfect! What’s the process? Just provide your bank details and SSN to proceed. Alright, my SSN is 555-66-7777, and my account is 654321987. Thank you! Your loan will be processed immediately.",1

"Hey, did you hear about the party last night? No, what happened? It was so much fun! You should’ve been there. I wish I could’ve come. Maybe next time!",0

"Hi, how are your studies going? Pretty good, but the exams are tough. Don’t worry, you’ll do great. Thanks! I hope so.",0

